org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review
cool,cool,0.0,20,40,0,25,SignSchool Cool 2,240,360.0,23.976,1.043,www.youtube.com/watch?v=qCqdPZVJTYY,cool,0.0675584971904754,640.0,
frog,frog,0.0,11,39,0,63,frog,388,360.0,29.97,2.102,www.youtube.com/watch?v=fK1F0KZ9oBA,frog,0.073763757944107,480.0,
friend,friend,0.0,11,39,0,61,friend(1),17,360.0,29.97,2.035,www.youtube.com/watch?v=VXN_PVcYgKc,friend,0.0757542550563812,480.0,
perfect,perfect,0.0,20,-1,0,38,SignSchool Perfect Perfection,856,360.0,23.976,1.585,www.youtube.com/watch?v=H74y5uPnXms,perfect,0.0672883093357086,640.0,
Free ,free,2.667,132,-1,80,160,ASL Free ,790,360.0,30.0,5.333,https://www.youtube.com/watch?v=aiofu7DnfY0,free,0.0535260736942291,480.0,1
gray,gray,0.0,20,40,0,44,SignSchool Gray 2,344,360.0,23.976,1.835,www.youtube.com/watch?v=GlpGUHc5v_A,gray,0.0630942285060882,640.0,
discuss,discuss,0.0,20,40,0,50,SignSchool Discuss aspect,940,360.0,29.97,1.668,www.youtube.com/watch?v=NZvyw3RhuyU,discuss,0.023886352777481,640.0,
laugh,laugh,0.0,92,43,0,39,SignSchool Laugh 2,312,360.0,23.976,1.627,www.youtube.com/watch?v=erkIDr-CAzM,laugh,0.139681607484817,640.0,
search,search,0.0,20,-1,0,30,SignSchool Search Looking,457,360.0,23.976,1.251,www.youtube.com/watch?v=aTiBJW-OTQE,search,0.0449775457382202,640.0,
PLAN,plan,31.732,26,20,951,1013,ASL2 Class 24 Vocabulary,867,720.0,29.97,33.8,https://www.youtube.com/watch?v=gBZ4NirFDo4,plan,0.156347900629043,1280.0,
EASY,easy,48.115,26,20,1442,1504,ASL2 Class 24 Vocabulary,512,720.0,29.97,50.183,https://www.youtube.com/watch?v=gBZ4NirFDo4,easy,0.154167622327804,1280.0,
GAS (noun),gas,59.192,26,20,1774,1830,ASL2 Class 24 Vocabulary,937,720.0,29.97,61.061,https://www.youtube.com/watch?v=gBZ4NirFDo4,gasoline,0.123277783393859,1280.0,
REFUSE,refuse,75.676,26,20,2268,2401,ASL2 Class 24 Vocabulary,636,720.0,29.97,80.113,https://www.youtube.com/watch?v=gBZ4NirFDo4,refuse,0.109076529741287,1280.0,
START,start,82.082,26,20,2460,2517,ASL2 Class 24 Vocabulary,173,720.0,29.97,83.984,https://www.youtube.com/watch?v=gBZ4NirFDo4,start,0.0616907477378845,1280.0,
bedroom,bedroom,0.0,11,39,0,87,bedroom,454,360.0,29.97,2.903,www.youtube.com/watch?v=U_GBuZuCOkY,bedroom,0.0673828423023223,480.0,
push,push,0.0,11,39,0,51,push,969,360.0,29.97,1.702,www.youtube.com/watch?v=5P_HnZDGauE,push,0.0791201889514923,480.0,
my,my,0.0,174,25,0,65,SignSchool My,140,360.0,29.97,2.169,www.youtube.com/watch?v=3msfJ_fibwg,my,0.0244952738285064,640.0,
night,night,0.0,174,31,0,55,SignSchool Night,99,360.0,29.97,1.835,www.youtube.com/watch?v=sXPC0bQ0y2g,night,0.025015503168106,640.0,
vacuum,vacuum,0.0,11,39,0,90,vacuum,586,360.0,29.97,3.003,www.youtube.com/watch?v=XOt0dj7lC8w,vacuum,0.073210597038269,480.0,
dance,dance,0.0,11,39,0,53,DANCE(3),84,360.0,29.97,1.768,www.youtube.com/watch?v=vrAcHSfVt88,dance,0.0475908815860748,480.0,
dark,dark,0.0,20,40,0,44,SignSchool Dark 3,488,360.0,23.976,1.835,www.youtube.com/watch?v=5soiYfTU5hI,dark,0.0520884990692138,640.0,
soda,soda,0.0,11,17,0,75,SODA(1),167,360.0,29.97,2.502,www.youtube.com/watch?v=eNbvA_RIUCo,soda,0.0777140259742736,480.0,
introduce,introduce,0.0,11,39,0,56,introduce,888,360.0,29.97,1.869,www.youtube.com/watch?v=a-PKCrqW_J8,introduce,0.0747990012168884,480.0,
DORMITORY,dorm,10.777,26,20,323,423,ASL1 Class 54 New SIGNS,791,720.0,29.97,14.114,https://www.youtube.com/watch?v=c6XoNo1NKRQ,dorm,0.0656006336212158,1280.0,1
HOUSE,house,19.419,26,20,582,675,ASL1 Class 54 New SIGNS,175,720.0,29.97,22.523,https://www.youtube.com/watch?v=c6XoNo1NKRQ,house,0.0283516347408294,1280.0,1
HAVE,have,80.581,26,20,2415,2488,ASL1 Class 54 New SIGNS,111,720.0,29.97,83.016,https://www.youtube.com/watch?v=c6XoNo1NKRQ,have,0.0408439636230468,1280.0,1
BASEMENT,basement,100.267,26,20,3005,3135,ASL1 Class 54 New SIGNS,411,720.0,29.97,104.605,https://www.youtube.com/watch?v=c6XoNo1NKRQ,basement,0.0164268612861633,1280.0,1
BEDROOM,bedroom,114.481,26,20,3431,3531,ASL1 Class 54 New SIGNS,454,720.0,29.97,117.818,https://www.youtube.com/watch?v=c6XoNo1NKRQ,bedroom,0.0524620413780212,1280.0,1
DINING ROOM,dining room,123.824,26,20,3711,3845,ASL1 Class 54 New SIGNS,933,720.0,29.97,128.295,https://www.youtube.com/watch?v=c6XoNo1NKRQ,dining room,0.0400294959545135,1280.0,1
ELEVATOR,elevator,132.666,26,20,3976,4119,ASL1 Class 54 New SIGNS,429,720.0,29.97,137.437,https://www.youtube.com/watch?v=c6XoNo1NKRQ,elevator,0.0785762369632721,1280.0,1
ELEVATOR,elevator,137.437,26,20,4119,4190,ASL1 Class 54 New SIGNS,429,720.0,29.97,139.806,https://www.youtube.com/watch?v=c6XoNo1NKRQ,elevator,0.0785762369632721,1280.0,1
FLOOR  (&quot;my bedroom FLOOR&quot; or &quot;the 2nd FLOOR&quot;),floor,149.182,26,20,4471,4571,ASL1 Class 54 New SIGNS,625,720.0,29.97,152.519,https://www.youtube.com/watch?v=c6XoNo1NKRQ,floor,0.0273360908031463,1280.0,1
GARAGE,garage,165.999,26,20,4975,5117,ASL1 Class 54 New SIGNS,464,720.0,29.97,170.737,https://www.youtube.com/watch?v=c6XoNo1NKRQ,garage,0.0181246101856231,1280.0,
KITCHEN,kitchen,173.173,26,20,5190,5301,ASL1 Class 54 New SIGNS,170,720.0,29.97,176.877,https://www.youtube.com/watch?v=c6XoNo1NKRQ,kitchen,0.041743665933609,1280.0,1
KITCHEN,kitchen,178.412,26,20,5347,5433,ASL1 Class 54 New SIGNS,170,720.0,29.97,181.281,https://www.youtube.com/watch?v=c6XoNo1NKRQ,kitchen,0.041743665933609,1280.0,1
LIVING ROOM,living room,189.856,26,20,5690,5840,ASL1 Class 54 New SIGNS,445,720.0,29.97,194.861,https://www.youtube.com/watch?v=c6XoNo1NKRQ,living room,0.0301694273948669,1280.0,1
OFFICE,office,220.42,26,20,6606,6733,ASL1 Class 54 New SIGNS,253,720.0,29.97,224.658,https://www.youtube.com/watch?v=c6XoNo1NKRQ,office,0.0691026151180267,1280.0,
HOW-MANY?,how_many,239.473,26,20,7177,7267,ASL1 Class 54 New SIGNS,176,720.0,29.97,242.476,https://www.youtube.com/watch?v=c6XoNo1NKRQ,how_many,0.0209453999996185,1280.0,1
ADDRESS,live,3.704,10,26,111,239,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,98,720.0,29.97,7.975,https://www.youtube.com/watch?v=2sGQuduhAf4,live,0.109014421701431,1280.0,
"AGAIN, REPEAT",again,8.208,10,26,246,349,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,26,720.0,29.97,11.645,https://www.youtube.com/watch?v=2sGQuduhAf4,again,0.109407842159271,1280.0,
"ANSWER, RESPOND",answer,11.879,10,26,356,504,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,676,720.0,29.97,16.817,https://www.youtube.com/watch?v=2sGQuduhAf4,answer,0.0963887572288513,1280.0,
ASK,ask,17.05,10,26,511,657,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,486,720.0,29.97,21.922,https://www.youtube.com/watch?v=2sGQuduhAf4,ask,0.101088821887969,1280.0,
BABY,baby,22.155,10,26,664,797,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,160,720.0,29.97,26.593,https://www.youtube.com/watch?v=2sGQuduhAf4,baby,0.0964735448360443,1280.0,
BICYCLE,bicycle,26.827,10,26,804,910,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,125,720.0,29.97,30.364,https://www.youtube.com/watch?v=2sGQuduhAf4,bicycle,0.101735651493072,1280.0,
BREAD,bread,34.735,10,26,1041,1125,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,174,720.0,29.97,37.538,https://www.youtube.com/watch?v=2sGQuduhAf4,bread,0.0836406350135803,1280.0,
COFFEE,coffee,45.178,10,26,1354,1486,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,119,720.0,29.97,49.583,https://www.youtube.com/watch?v=2sGQuduhAf4,coffee,0.102112054824829,1280.0,
DRIVE,drive,57.257,10,26,1716,1826,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,695,720.0,29.97,60.928,https://www.youtube.com/watch?v=2sGQuduhAf4,drive,0.0968562364578247,1280.0,
FRIDAY,friday,65.265,10,26,1956,2064,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,330,720.0,29.97,68.869,https://www.youtube.com/watch?v=2sGQuduhAf4,friday,0.0906830132007598,1280.0,
GIVE,give,72.139,10,26,2162,2250,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,288,720.0,29.97,75.075,https://www.youtube.com/watch?v=2sGQuduhAf4,give,0.0800366103649139,1280.0,
HATE,hate,79.846,10,26,2393,2471,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,447,720.0,29.97,82.449,https://www.youtube.com/watch?v=2sGQuduhAf4,hate,0.0995912551879882,1280.0,
"HELP, AID",help,82.683,10,26,2478,2591,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,50,720.0,29.97,86.453,https://www.youtube.com/watch?v=2sGQuduhAf4,help,0.100442379713058,1280.0,
INTRODUCE,introduce,96.43,10,26,2890,2989,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,888,720.0,29.97,99.733,https://www.youtube.com/watch?v=2sGQuduhAf4,introduce,0.106213569641113,1280.0,
MILK,milk,108.075,10,26,3239,3369,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,32,720.0,29.97,112.412,https://www.youtube.com/watch?v=2sGQuduhAf4,milk,0.0936081409454345,1280.0,
MONDAY,monday,113.647,10,26,3406,3506,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,217,720.0,29.97,116.984,https://www.youtube.com/watch?v=2sGQuduhAf4,monday,0.0894559919834137,1280.0,1
MONDAY,monday,116.984,10,26,3506,3596,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,217,720.0,29.97,119.987,https://www.youtube.com/watch?v=2sGQuduhAf4,monday,0.0894559919834137,1280.0,1
PAY,pay,120.921,10,26,3624,3723,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,364,720.0,29.97,124.224,https://www.youtube.com/watch?v=2sGQuduhAf4,pay,0.0977578461170196,1280.0,
"PLANT, SPRING",spring,128.595,10,26,3854,3972,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,23,720.0,29.97,132.532,https://www.youtube.com/watch?v=2sGQuduhAf4,spring,0.0901437699794769,1280.0,
"PROUD, PRIDE",proud,136.103,10,26,4079,4180,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,725,720.0,29.97,139.473,https://www.youtube.com/watch?v=2sGQuduhAf4,proud,0.0887570977210998,1280.0,
SATURDAY,saturday,144.745,10,26,4338,4428,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,191,720.0,29.97,147.748,https://www.youtube.com/watch?v=2sGQuduhAf4,saturday,0.0950163900852203,1280.0,1
SHY,shy,159.559,10,26,4782,4912,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,246,720.0,29.97,163.897,https://www.youtube.com/watch?v=2sGQuduhAf4,shy,0.0948284864425659,1280.0,
SUNDAY,sunday,168.668,10,26,5055,5169,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,129,720.0,29.97,172.472,https://www.youtube.com/watch?v=2sGQuduhAf4,sunday,0.0842712223529815,1280.0,
SWEET,sweet,172.706,10,26,5176,5289,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,235,720.0,29.97,176.476,https://www.youtube.com/watch?v=2sGQuduhAf4,sweet,0.104699909687042,1280.0,
TEA,tea,176.71,10,26,5296,5437,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,147,720.0,29.97,181.415,https://www.youtube.com/watch?v=2sGQuduhAf4,tea,0.0980765223503112,1280.0,
TELL,tell,187.22,10,26,5611,5718,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,402,720.0,29.97,190.791,https://www.youtube.com/watch?v=2sGQuduhAf4,tell,0.0994758009910583,1280.0,
THURSDAY,thursday,191.024,10,26,5725,5862,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,202,720.0,29.97,195.595,https://www.youtube.com/watch?v=2sGQuduhAf4,thursday,0.100987374782562,1280.0,
TICKET,ticket,195.829,10,26,5869,5983,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,972,720.0,29.97,199.633,https://www.youtube.com/watch?v=2sGQuduhAf4,ticket,0.0953206717967987,1280.0,
TUESDAY,tuesday,200.167,10,26,5999,6077,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,283,720.0,29.97,202.769,https://www.youtube.com/watch?v=2sGQuduhAf4,tuesday,0.0982699692249298,1280.0,1
UMBRELLA,umbrella,206.039,10,26,6175,6272,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,650,720.0,29.97,209.276,https://www.youtube.com/watch?v=2sGQuduhAf4,umbrella,0.0990999639034271,1280.0,
WAIT,wait,209.509,10,26,6279,6395,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,400,720.0,29.97,213.38,https://www.youtube.com/watch?v=2sGQuduhAf4,wait,0.100162148475646,1280.0,
WEDNESDAY,wednesday,213.947,10,26,6412,6494,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,183,720.0,29.97,216.683,https://www.youtube.com/watch?v=2sGQuduhAf4,wednesday,0.0970728397369384,1280.0,1
FINISH,finish,224.257,10,26,6721,6843,Lesson 6 Vocabulary - A Basic Course (ABC) in ASL,12,720.0,29.97,228.328,https://www.youtube.com/watch?v=2sGQuduhAf4,finish,0.0964757204055786,1280.0,
Lost ,lost,0.0,132,-1,0,149,ASL Lost ,43,360.0,30.0,4.967,https://www.youtube.com/watch?v=-kj0sejWZlA,lost,0.160974264144897,480.0,
mother,mother,0.0,11,39,0,44,MOTHER,19,360.0,29.97,1.468,www.youtube.com/watch?v=MEhxsAx_n6A,mother,0.0532103478908538,480.0,
teacher,teacher,0.0,11,39,0,40,TEACHER(3),2,360.0,29.97,1.335,www.youtube.com/watch?v=EtRRcMFLqI0,teacher,0.0894880890846252,540.0,
strict,strict,0.0,92,2,0,27,SignSchool Strict,593,360.0,23.976,1.126,www.youtube.com/watch?v=IUkNvqarftg,strict,0.133531540632247,640.0,
bus,bus,0.0,20,40,0,24,SignSchool Bus Vehicle,103,360.0,23.976,1.001,www.youtube.com/watch?v=WUWeIvhNTcc,bus,0.0647673308849334,640.0,
world,world,0.0,20,40,0,48,SignSchool World(1),623,360.0,29.97,1.602,www.youtube.com/watch?v=pui_vitX6QU,world,0.056037813425064,640.0,
meat,meat,0.0,106,48,0,124,SignSchool Meat,349,360.0,29.97,4.137,www.youtube.com/watch?v=mtz64YOubuk,meat,0.0332036912441253,640.0,
france,france,0.0,11,39,0,64,france,95,360.0,29.97,2.135,www.youtube.com/watch?v=j9KIOX0J82Q,france,0.0708299577236175,480.0,
hurt,hurt,0.0,92,43,0,30,SignSchool Hurt Injury,76,360.0,23.976,1.251,www.youtube.com/watch?v=vltos5gC008,hurt,0.0567383468151092,640.0,
next,next,0.0,20,40,0,26,SignSchool Next,928,360.0,23.976,1.084,www.youtube.com/watch?v=f_jfFTvyNxw,next,0.0689687728881836,640.0,
Credit Card  ,credit card,0.0,132,-1,0,134,ASL Credit Card  ,812,360.0,30.0,4.467,https://www.youtube.com/watch?v=au6QLkxp2os,credit card,0.104103296995162,480.0,
father,father,0.0,11,39,0,43,FATHER,31,360.0,29.97,1.435,www.youtube.com/watch?v=0LUoVGzdENo,father,0.0157783329486846,480.0,
work,work,0.0,11,39,0,40,WORK(1),90,360.0,29.97,1.335,www.youtube.com/watch?v=FwfWrRxzSxw,work,0.0545454919338226,480.0,
giraffe,giraffe,0.0,11,39,0,35,GIRAFFE,492,360.0,29.97,1.168,www.youtube.com/watch?v=vxXfHCjMLvI,giraffe,0.0205441415309906,540.0,
100,100,0.0,20,32,0,27,SignSchool 100 2,849,360.0,29.97,0.901,www.youtube.com/watch?v=vBssGGCcpfE,100,0.0735543966293335,640.0,
pull,pull,0.0,11,39,0,61,pull,672,360.0,29.97,2.035,www.youtube.com/watch?v=nsRQOdkyTP8,pull,0.0810245871543884,480.0,
throw,throw,0.0,20,40,0,26,SignSchool Throw,829,360.0,29.97,0.868,www.youtube.com/watch?v=zw8jvUceB2U,throw,0.0446785390377044,640.0,
pineapple,pineapple,0.0,20,32,0,77,SignSchool Pineapple 3,615,360.0,29.97,2.569,www.youtube.com/watch?v=4HaThu3vzGM,pineapple,0.0531390011310577,640.0,
WORK,work,0.0,67,11,0,71,WORK,90,720.0,30.38,2.337,https://www.youtube.com/watch?v=TZ65f_6GglU,work,0.0206568539142608,1280.0,
start,start,0.0,20,40,0,27,SignSchool Start 3,173,360.0,29.97,0.901,www.youtube.com/watch?v=Bhhm31ACBvo,start,0.053595632314682,640.0,
kiss,kiss,0.0,92,-1,0,31,SignSchool Kiss 2,410,360.0,23.976,1.293,www.youtube.com/watch?v=pmiprSOQb3U,kiss,0.108804643154144,640.0,
WHEN(Q),when,0.0,67,11,0,117,WHEN(Q),83,720.0,15.126,7.735,https://www.youtube.com/watch?v=Cc63Y3NcUnU,when,0.0,1280.0,
old,old,0.0,11,39,0,61,old,212,360.0,29.97,2.035,www.youtube.com/watch?v=IhZacj3-_a4,old,0.0828112959861755,480.0,
game,game,0.0,106,48,0,94,SignSchool game,412,360.0,29.97,3.136,www.youtube.com/watch?v=awEV8XjBk9o,game,0.0302962958812713,640.0,
yellow,yellow,0.0,20,40,0,54,SignSchool Yellow,52,360.0,23.976,2.252,www.youtube.com/watch?v=CjuXXNp6VUo,yellow,0.070023775100708,640.0,
YELLOW,yellow,0.0,67,11,0,40,YELLOW(1),52,720.0,30.689,1.303,https://www.youtube.com/watch?v=VkyiF6YLSlc,yellow,0.00852146744728088,1280.0,
ask,ask,0.0,11,39,0,43,ASK,486,360.0,29.97,1.435,www.youtube.com/watch?v=e9NMN5VpAWk,ask,0.0451115369796752,480.0,
freeze,freeze,0.0,20,40,0,35,SignSchool Freeze Frozen,863,360.0,23.976,1.46,www.youtube.com/watch?v=7wap9oPLqjI,freeze,0.0728830099105835,640.0,
up,up,0.0,92,-1,0,30,SignSchool Up,597,360.0,23.976,1.251,www.youtube.com/watch?v=rH8ndRMBnPk,up,0.0318775475025177,640.0,
radio,radio,0.0,11,-1,0,50,RADIO,951,360.0,29.97,1.668,www.youtube.com/watch?v=Bdtau2SCL5g,radio,0.0903946459293365,480.0,
Hi.,hi,0.0,10,25,0,48,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,379,720.0,29.97,1.602,https://www.youtube.com/watch?v=bXyG4iebEBo,hi,0.165367990732193,1280.0,
America,america,18.886,10,25,566,715,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,357,720.0,29.97,23.857,https://www.youtube.com/watch?v=bXyG4iebEBo,america,0.0940136313438415,1280.0,
aunt,aunt,24.091,10,25,722,812,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,132,720.0,29.97,27.094,https://www.youtube.com/watch?v=bXyG4iebEBo,aunt,0.0976785719394683,1280.0,
boy,boy,27.327,10,25,819,898,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,42,720.0,29.97,29.963,https://www.youtube.com/watch?v=bXyG4iebEBo,boy,0.0981338322162628,1280.0,
brother,brother,30.197,10,25,905,1017,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,34,720.0,29.97,33.934,https://www.youtube.com/watch?v=bXyG4iebEBo,brother,0.113390445709228,1280.0,
cook,cook,37.271,10,25,1117,1231,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,115,720.0,29.97,41.074,https://www.youtube.com/watch?v=bXyG4iebEBo,cook,0.135073214769363,1280.0,
dancing,dance,41.308,10,25,1238,1354,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,84,720.0,29.97,45.178,https://www.youtube.com/watch?v=bXyG4iebEBo,dance,0.137501031160354,1280.0,
daughter,daughter,45.412,10,25,1361,1462,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,144,720.0,29.97,48.782,https://www.youtube.com/watch?v=bXyG4iebEBo,daughter,0.133061468601226,1280.0,
family,family,49.016,10,25,1469,1552,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,44,720.0,29.97,51.785,https://www.youtube.com/watch?v=bXyG4iebEBo,family,0.170897483825683,1280.0,
father,father,52.019,10,25,1559,1663,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,31,720.0,29.97,55.489,https://www.youtube.com/watch?v=bXyG4iebEBo,father,0.0971128046512603,1280.0,
friend,friend,55.722,10,25,1670,1755,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,17,720.0,29.97,58.559,https://www.youtube.com/watch?v=bXyG4iebEBo,friend,0.128315031528472,1280.0,
girl,girl,59.092,10,25,1771,1858,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,39,720.0,29.97,61.995,https://www.youtube.com/watch?v=bXyG4iebEBo,girl,0.145840018987655,1280.0,1
grandfather,grandfather,65.832,10,25,1973,2070,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,92,720.0,29.97,69.069,https://www.youtube.com/watch?v=bXyG4iebEBo,grandfather,0.0432571172714233,1280.0,
grandmother,grandmother,69.303,10,25,2077,2170,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,78,720.0,29.97,72.406,https://www.youtube.com/watch?v=bXyG4iebEBo,grandmother,0.128281891345977,1280.0,
"his, hers, its",his,72.639,10,25,2177,2249,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,771,720.0,29.97,75.042,https://www.youtube.com/watch?v=bXyG4iebEBo,his,0.131153732538223,1280.0,
husband,husband,75.275,10,25,2256,2362,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,200,720.0,29.97,78.812,https://www.youtube.com/watch?v=bXyG4iebEBo,husband,0.128366947174072,1280.0,
man,man,82.249,10,25,2465,2578,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,58,720.0,29.97,86.019,https://www.youtube.com/watch?v=bXyG4iebEBo,man,0.128977447748184,1280.0,
mother,mother,86.253,10,25,2585,2676,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,19,720.0,29.97,89.289,https://www.youtube.com/watch?v=bXyG4iebEBo,mother,0.158228933811187,1280.0,
"my, mine",my,89.523,10,25,2683,2761,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,140,720.0,29.97,92.125,https://www.youtube.com/watch?v=bXyG4iebEBo,my,0.129144608974456,1280.0,
nephew,nephew,92.359,10,25,2768,2864,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,179,720.0,29.97,95.562,https://www.youtube.com/watch?v=bXyG4iebEBo,nephew,0.137791186571121,1280.0,
niece,niece,95.796,10,25,2871,2960,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,215,720.0,29.97,98.765,https://www.youtube.com/watch?v=bXyG4iebEBo,niece,0.134258598089218,1280.0,
"our, ours",our,98.999,10,25,2967,3045,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,559,720.0,29.97,101.602,https://www.youtube.com/watch?v=bXyG4iebEBo,our,0.130950689315795,1280.0,
parents,parents,106.606,10,25,3195,3276,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,365,720.0,29.97,109.309,https://www.youtube.com/watch?v=bXyG4iebEBo,parents,0.0917182564735412,1280.0,
please,please,109.543,10,25,3283,3392,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,47,720.0,29.97,113.18,https://www.youtube.com/watch?v=bXyG4iebEBo,please,0.102107763290405,1280.0,
sister,sister,113.413,10,25,3399,3502,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,11,720.0,29.97,116.85,https://www.youtube.com/watch?v=bXyG4iebEBo,sister,0.124401956796646,1280.0,
son,son,117.084,10,25,3509,3597,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,157,720.0,29.97,120.02,https://www.youtube.com/watch?v=bXyG4iebEBo,son,0.133767634630203,1280.0,
student,student,120.253,10,25,3604,3701,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,21,720.0,29.97,123.49,https://www.youtube.com/watch?v=bXyG4iebEBo,student,0.132976233959198,1280.0,
teacher,teacher,127.027,10,25,3807,3906,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,2,720.0,29.97,130.33,https://www.youtube.com/watch?v=bXyG4iebEBo,teacher,0.130208581686019,1280.0,
"their, theirs",their,130.564,10,25,3913,3984,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,437,720.0,29.97,132.933,https://www.youtube.com/watch?v=bXyG4iebEBo,their,0.127401798963546,1280.0,
uncle,uncle,133.166,10,25,3991,4071,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,126,720.0,29.97,135.836,https://www.youtube.com/watch?v=bXyG4iebEBo,uncle,0.129274487495422,1280.0,
wife,wife,136.069,10,25,4078,4166,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,201,720.0,29.97,139.006,https://www.youtube.com/watch?v=bXyG4iebEBo,wife,0.127342969179153,1280.0,
woman,woman,139.239,10,25,4173,4267,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,93,720.0,29.97,142.376,https://www.youtube.com/watch?v=bXyG4iebEBo,woman,0.128693550825119,1280.0,
"your, yours",your,142.609,10,25,4274,4372,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,101,720.0,29.97,145.879,https://www.youtube.com/watch?v=bXyG4iebEBo,your,0.129409402608871,1280.0,
yours (plural),your,146.113,10,25,4379,4431,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,101,720.0,29.97,147.848,https://www.youtube.com/watch?v=bXyG4iebEBo,your,0.130751103162765,1280.0,
finish,finish,148.081,10,25,4438,4468,Lesson 2 Vocabulary - A Basic Course (ABC) in ASL,12,720.0,29.97,149.082,https://www.youtube.com/watch?v=bXyG4iebEBo,finish,0.132781982421875,1280.0,
underwear,underwear,0.0,20,-1,0,73,SignSchool Flag Football,802,360.0,29.97,2.436,www.youtube.com/watch?v=GHDAZ4TY-Vc,underwear,0.0563972890377044,640.0,
POW,pow,10.878,26,20,326,406,ASL1 Class 51a New SIGNS,905,720.0,29.97,13.547,https://www.youtube.com/watch?v=1kNszi0e9XU,pow,0.00851419568061828,1280.0,1
EXAMPLE,example,18.785,26,20,563,606,ASL1 Class 51a New SIGNS,985,720.0,29.97,20.22,https://www.youtube.com/watch?v=1kNszi0e9XU,example,0.0516276359558105,1280.0,
POW,pow,37.471,26,20,1123,1160,ASL1 Class 51a New SIGNS,905,720.0,29.97,38.705,https://www.youtube.com/watch?v=1kNszi0e9XU,pow,0.0145063996315002,1280.0,
BETTER,better,60.56,26,20,1815,1995,ASL1 Class 51a New SIGNS,482,720.0,29.97,66.567,https://www.youtube.com/watch?v=1kNszi0e9XU,better,0.0607079565525054,1280.0,1
