org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review
Snake,snake,793.32,12,6,19833,19978,Dr Wooten Signing Unit 10 Vocabulary,654,360.0,25.0,799.12,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,snake,0.24081403017044,480.0,
Soldier,army,799.2,12,6,19980,20152,Dr Wooten Signing Unit 10 Vocabulary,473,360.0,25.0,806.08,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,army,0.212031662464141,480.0,
Soup,soup,806.16,12,6,20154,20325,Dr Wooten Signing Unit 10 Vocabulary,418,360.0,25.0,813.0,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,soup,0.240423530340194,480.0,
Spaghetti,spaghetti,819.88,12,6,20497,20557,Dr Wooten Signing Unit 10 Vocabulary,601,360.0,25.0,822.28,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,spaghetti,0.215863794088363,480.0,1
Spaghetti,spaghetti,822.68,12,6,20567,20637,Dr Wooten Signing Unit 10 Vocabulary,601,360.0,25.0,825.48,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,spaghetti,0.215863794088363,480.0,1
Strawberry,strawberry,841.72,12,6,21043,21103,Dr Wooten Signing Unit 10 Vocabulary,356,360.0,25.0,844.12,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,strawberry,0.24702700972557,480.0,1
Strawberry,strawberry,844.12,12,6,21103,21153,Dr Wooten Signing Unit 10 Vocabulary,356,360.0,25.0,846.12,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,strawberry,0.24702700972557,480.0,1
Therapy,therapy,872.24,12,6,21806,21856,Dr Wooten Signing Unit 10 Vocabulary,823,360.0,25.0,874.24,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,therapy,0.239701718091964,480.0,1
Therapy,therapy,874.64,12,6,21866,21926,Dr Wooten Signing Unit 10 Vocabulary,823,360.0,25.0,877.04,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,therapy,0.239701718091964,480.0,1
Tiger,tiger,885.48,12,6,22137,22177,Dr Wooten Signing Unit 10 Vocabulary,424,360.0,25.0,887.08,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,tiger,0.22482281923294,480.0,1
Tiger,tiger,887.96,12,6,22199,22249,Dr Wooten Signing Unit 10 Vocabulary,424,360.0,25.0,889.96,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,tiger,0.22482281923294,480.0,1
Toast,toast,897.36,12,6,22434,22484,Dr Wooten Signing Unit 10 Vocabulary,450,360.0,25.0,899.36,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,toast,0.241582214832305,480.0,1
Toast,toast,899.76,12,6,22494,22564,Dr Wooten Signing Unit 10 Vocabulary,450,360.0,25.0,902.56,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,toast,0.241582214832305,480.0,1
Tomato,tomato,907.72,12,6,22693,22743,Dr Wooten Signing Unit 10 Vocabulary,421,360.0,25.0,909.72,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,tomato,0.237968146800994,480.0,1
Tomato,tomato,909.72,12,6,22743,22803,Dr Wooten Signing Unit 10 Vocabulary,421,360.0,25.0,912.12,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,tomato,0.237968146800994,480.0,1
Turkey,turkey,912.64,12,6,22816,23008,Dr Wooten Signing Unit 10 Vocabulary,124,360.0,25.0,920.32,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,turkey,0.242976158857345,480.0,
Turtle,turtle,925.6,12,6,23140,23190,Dr Wooten Signing Unit 10 Vocabulary,423,360.0,25.0,927.6,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,turtle,0.243715524673461,480.0,1
Turtle,turtle,928.4,12,6,23210,23270,Dr Wooten Signing Unit 10 Vocabulary,423,360.0,25.0,930.8,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,turtle,0.243715524673461,480.0,1
Vegetable,vegetable,931.08,12,6,23277,23436,Dr Wooten Signing Unit 10 Vocabulary,333,360.0,25.0,937.44,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,vegetable,0.247402757406234,480.0,
Whale,whale,939.12,12,6,23478,23558,Dr Wooten Signing Unit 10 Vocabulary,646,360.0,25.0,942.32,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,whale,0.236350297927856,480.0,1
Whale,whale,942.96,12,6,23574,23654,Dr Wooten Signing Unit 10 Vocabulary,646,360.0,25.0,946.16,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,whale,0.236350297927856,480.0,1
Wow,wow,947.8,12,6,23695,23745,Dr Wooten Signing Unit 10 Vocabulary,227,360.0,25.0,949.8,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,wow,0.219055771827697,480.0,1
Wow,wow,950.68,12,6,23767,23837,Dr Wooten Signing Unit 10 Vocabulary,227,360.0,25.0,953.48,https://www.youtube.com/watch?v=Qd1x1kUwhpQ,wow,0.219055771827697,480.0,1
WINTER,winter,0.0,0,-1,0,70,WINTER,428,360.0,25.0,2.8,https://www.youtube.com/watch?v=KZcnTTqtX9I,winter,0.0117350816726684,480.0,
BEST FRIEND,best friend,0.0,0,-1,0,77,BEST FRIEND,670,360.0,25.0,3.08,https://www.youtube.com/watch?v=3dtR7YDfKkM,best friend,0.036491572856903,480.0,
expensive,expensive,0.0,2,49,0,50,Expensive,311,360.0,29.623,1.688,https://www.youtube.com/watch?v=B9jxj73qf4o,expensive,0.0,640.0,1
expensive,expensive,3.038,2,49,90,150,Expensive,311,360.0,29.623,5.064,https://www.youtube.com/watch?v=B9jxj73qf4o,expensive,0.0,640.0,1
COUNTRY-[Y-hand-version],country,0.0,0,-1,0,86,COUNTRY-Y-hand-version,518,360.0,29.97,2.87,https://www.youtube.com/watch?v=YgCmE5kljQw,country,0.0596338510513305,640.0,
"age,old",old,0.0,2,81,0,130,AgeOld,212,360.0,17.184,7.565,https://www.youtube.com/watch?v=5zyB0s7nTHk,old,0.0,640.0,
Hi,hi,0.1,74,31,3,20,Unit 2 Vocabulary  ASL,379,360.0,30.0,0.667,https://www.youtube.com/watch?v=73icFhednQU,hi,0.0504908561706543,640.0,
Ready?,ready,16.633,74,31,499,538,Unit 2 Vocabulary  ASL,189,360.0,30.0,17.933,https://www.youtube.com/watch?v=73icFhednQU,ready,0.0710599422454834,640.0,
CHINESE,china,20.933,74,31,628,682,Unit 2 Vocabulary  ASL,270,360.0,30.0,22.733,https://www.youtube.com/watch?v=73icFhednQU,china,0.00127148628234863,640.0,
DESK,table,23.267,74,31,698,771,Unit 2 Vocabulary  ASL,28,360.0,30.0,25.7,https://www.youtube.com/watch?v=73icFhednQU,table,0.0,640.0,
ENGLISH,english,26.3,74,31,789,852,Unit 2 Vocabulary  ASL,66,360.0,30.0,28.4,https://www.youtube.com/watch?v=73icFhednQU,english,0.0,640.0,
FRENCH,france,28.933,74,31,868,945,Unit 2 Vocabulary  ASL,95,360.0,30.0,31.5,https://www.youtube.com/watch?v=73icFhednQU,france,0.000479578971862792,640.0,
GERMAN,germany,32.067,74,31,962,1042,Unit 2 Vocabulary  ASL,193,360.0,30.0,34.733,https://www.youtube.com/watch?v=73icFhednQU,germany,0.0,640.0,
LANGUAGE,language,40.2,74,31,1206,1279,Unit 2 Vocabulary  ASL,513,360.0,30.0,42.633,https://www.youtube.com/watch?v=73icFhednQU,language,0.00258043408393859,640.0,
SEE,see,43.133,74,31,1294,1343,Unit 2 Vocabulary  ASL,197,360.0,30.0,44.767,https://www.youtube.com/watch?v=73icFhednQU,see,0.0,640.0,
SIGN,sign,45.367,74,31,1361,1434,Unit 2 Vocabulary  ASL,86,360.0,30.0,47.8,https://www.youtube.com/watch?v=73icFhednQU,sign,0.0,640.0,
SPANISH,spanish,48.533,74,31,1456,1559,Unit 2 Vocabulary  ASL,425,360.0,30.0,51.967,https://www.youtube.com/watch?v=73icFhednQU,spanish,0.000137180089950561,640.0,
STUDENT,student,52.6,74,31,1578,1644,Unit 2 Vocabulary  ASL,21,360.0,30.0,54.8,https://www.youtube.com/watch?v=73icFhednQU,student,0.0,640.0,
TALK/SPEAK,talk,55.267,74,31,1658,1713,Unit 2 Vocabulary  ASL,355,360.0,30.0,57.1,https://www.youtube.com/watch?v=73icFhednQU,talk,0.0265737473964691,640.0,
TEACHER,teacher,57.533,74,31,1726,1785,Unit 2 Vocabulary  ASL,2,360.0,30.0,59.5,https://www.youtube.com/watch?v=73icFhednQU,teacher,0.0,640.0,
CLASS,class,67.167,74,31,2015,2061,Unit 2 Vocabulary  ASL,106,360.0,30.0,68.7,https://www.youtube.com/watch?v=73icFhednQU,class,0.0099431574344635,640.0,
COLLEGE,college,69.167,74,31,2075,2139,Unit 2 Vocabulary  ASL,117,360.0,30.0,71.3,https://www.youtube.com/watch?v=73icFhednQU,college,0.0291149020195007,640.0,
CORRECT,right,72.367,74,31,2171,2231,Unit 2 Vocabulary  ASL,94,360.0,30.0,74.367,https://www.youtube.com/watch?v=73icFhednQU,right,0.0194103419780731,640.0,
PAPER,paper,89.667,74,31,2690,2749,Unit 2 Vocabulary  ASL,35,360.0,30.0,91.633,https://www.youtube.com/watch?v=73icFhednQU,paper,0.00517326593399047,640.0,
STUDY,study,95.6,74,31,2868,2966,Unit 2 Vocabulary  ASL,194,360.0,30.0,98.867,https://www.youtube.com/watch?v=73icFhednQU,study,0.0,640.0,
TEST,exam,99.4,74,31,2982,3031,Unit 2 Vocabulary  ASL,441,360.0,30.0,101.033,https://www.youtube.com/watch?v=73icFhednQU,exam,0.00155073404312133,640.0,
UNIVERSITY,university,101.633,74,31,3049,3147,Unit 2 Vocabulary  ASL,378,360.0,30.0,104.9,https://www.youtube.com/watch?v=73icFhednQU,university,0.0238780677318573,640.0,
EASY,easy,115.033,74,31,3451,3493,Unit 2 Vocabulary  ASL,512,360.0,30.0,116.433,https://www.youtube.com/watch?v=73icFhednQU,easy,0.0,640.0,
HEAD,head,121.633,74,31,3649,3713,Unit 2 Vocabulary  ASL,852,360.0,30.0,123.767,https://www.youtube.com/watch?v=73icFhednQU,head,0.0329492092132568,640.0,
HUNGRY,hungry,124.233,74,31,3727,3770,Unit 2 Vocabulary  ASL,54,360.0,30.0,125.667,https://www.youtube.com/watch?v=73icFhednQU,hungry,0.0116074979305267,640.0,
LOSE,lost,126.1,74,31,3783,3833,Unit 2 Vocabulary  ASL,43,360.0,30.0,127.767,https://www.youtube.com/watch?v=73icFhednQU,lost,0.0493450462818145,640.0,
MOST,most,128.233,74,31,3847,3892,Unit 2 Vocabulary  ASL,340,360.0,30.0,129.733,https://www.youtube.com/watch?v=73icFhednQU,most,0.00191754102706909,640.0,
START/BEGIN,start,130.4,74,31,3912,4002,Unit 2 Vocabulary  ASL,173,360.0,30.0,133.4,https://www.youtube.com/watch?v=73icFhednQU,start,0.000764697790145874,640.0,
SOME,some,134.067,74,31,4022,4107,Unit 2 Vocabulary  ASL,318,360.0,30.0,136.9,https://www.youtube.com/watch?v=73icFhednQU,some,0.0,640.0,
THIRSTY,thirsty,137.533,74,31,4126,4188,Unit 2 Vocabulary  ASL,536,360.0,30.0,139.6,https://www.youtube.com/watch?v=73icFhednQU,thirsty,0.0,640.0,
TIRED,tired,143.867,74,31,4316,4389,Unit 2 Vocabulary  ASL,16,360.0,30.0,146.3,https://www.youtube.com/watch?v=73icFhednQU,tired,0.000941634178161621,640.0,
RESTAURANT,restaurant,146.8,74,31,4404,4464,Unit 2 Vocabulary  ASL,162,360.0,30.0,148.8,https://www.youtube.com/watch?v=73icFhednQU,restaurant,0.0,640.0,
BOTH,both,154.667,74,31,4640,4712,Unit 2 Vocabulary  ASL,766,360.0,30.0,157.067,https://www.youtube.com/watch?v=73icFhednQU,both,0.0237243771553039,640.0,
COMPUTER,computer,157.8,74,31,4734,4843,Unit 2 Vocabulary  ASL,49,360.0,30.0,161.433,https://www.youtube.com/watch?v=73icFhednQU,computer,0.0286973416805267,640.0,
HAVE,have,162.1,74,31,4863,4938,Unit 2 Vocabulary  ASL,111,360.0,30.0,164.6,https://www.youtube.com/watch?v=73icFhednQU,have,0.000553339719772338,640.0,
HERE,here,165.3,74,31,4959,5039,Unit 2 Vocabulary  ASL,77,360.0,30.0,167.967,https://www.youtube.com/watch?v=73icFhednQU,here,0.0,640.0,
NOW,now,174.2,74,31,5226,5287,Unit 2 Vocabulary  ASL,73,360.0,30.0,176.233,https://www.youtube.com/watch?v=73icFhednQU,now,0.00172889232635498,640.0,
SHOE,shoes,181.833,74,31,5455,5531,Unit 2 Vocabulary  ASL,102,360.0,30.0,184.367,https://www.youtube.com/watch?v=73icFhednQU,shoes,0.000873565673828125,640.0,
SLEEP,sleep,185.033,74,31,5551,5621,Unit 2 Vocabulary  ASL,361,360.0,30.0,187.367,https://www.youtube.com/watch?v=73icFhednQU,sleep,0.0,640.0,
THERE,there,187.9,74,31,5637,5686,Unit 2 Vocabulary  ASL,515,360.0,30.0,189.533,https://www.youtube.com/watch?v=73icFhednQU,there,0.00328826904296875,640.0,
TIME,time,190.1,74,31,5703,5767,Unit 2 Vocabulary  ASL,116,360.0,30.0,192.233,https://www.youtube.com/watch?v=73icFhednQU,time,0.0175668597221374,640.0,
WITH,with,192.8,74,31,5784,5848,Unit 2 Vocabulary  ASL,269,360.0,30.0,194.933,https://www.youtube.com/watch?v=73icFhednQU,with,0.0,640.0,
YEAR,year,195.5,74,31,5865,5920,Unit 2 Vocabulary  ASL,158,360.0,30.0,197.333,https://www.youtube.com/watch?v=73icFhednQU,year,0.0,640.0,
BIKE,bicycle,201.333,74,31,6040,6091,Unit 2 Vocabulary  ASL,125,360.0,30.0,203.033,https://www.youtube.com/watch?v=73icFhednQU,bicycle,0.0,640.0,
BiKE,bicycle,203.1,74,31,6093,6140,Unit 2 Vocabulary  ASL,125,360.0,30.0,204.667,https://www.youtube.com/watch?v=73icFhednQU,bicycle,0.0,640.0,
BOWL,bowl,205.5,74,31,6165,6237,Unit 2 Vocabulary  ASL,609,360.0,30.0,207.9,https://www.youtube.com/watch?v=73icFhednQU,bowl,0.000297874212265014,640.0,
CAMP,camp,208.667,74,31,6260,6407,Unit 2 Vocabulary  ASL,896,360.0,30.0,213.567,https://www.youtube.com/watch?v=73icFhednQU,camp,0.0,640.0,
DANCE,dance,217.0,74,31,6510,6587,Unit 2 Vocabulary  ASL,84,360.0,30.0,219.567,https://www.youtube.com/watch?v=73icFhednQU,dance,0.0,640.0,
DOG,dog,220.133,74,31,6604,6661,Unit 2 Vocabulary  ASL,108,360.0,30.0,222.033,https://www.youtube.com/watch?v=73icFhednQU,dog,0.0110613703727722,640.0,
EXERCISE,exercise,222.733,74,31,6682,6792,Unit 2 Vocabulary  ASL,341,360.0,30.0,226.4,https://www.youtube.com/watch?v=73icFhednQU,exercise,0.00196528434753417,640.0,
FISH,fish,227.133,74,31,6814,6907,Unit 2 Vocabulary  ASL,25,360.0,30.0,230.233,https://www.youtube.com/watch?v=73icFhednQU,fish,0.0388076305389404,640.0,
GAME,game,234.933,74,31,7048,7105,Unit 2 Vocabulary  ASL,412,360.0,30.0,236.833,https://www.youtube.com/watch?v=73icFhednQU,game,0.00489842891693115,640.0,
PLAY,play,240.3,74,31,7209,7294,Unit 2 Vocabulary  ASL,85,360.0,30.0,243.133,https://www.youtube.com/watch?v=73icFhednQU,play,0.000154793262481689,640.0,
READY,ready,243.967,74,31,7319,7422,Unit 2 Vocabulary  ASL,189,360.0,30.0,247.4,https://www.youtube.com/watch?v=73icFhednQU,ready,0.0178154110908508,640.0,
RUN,run,248.067,74,31,7442,7515,Unit 2 Vocabulary  ASL,169,360.0,30.0,250.5,https://www.youtube.com/watch?v=73icFhednQU,run,0.035580962896347,640.0,
WALK,walk,251.067,74,31,7532,7588,Unit 2 Vocabulary  ASL,80,360.0,30.0,252.933,https://www.youtube.com/watch?v=73icFhednQU,walk,0.0025038719177246,640.0,
CHAT,chat,256.767,74,31,7703,7741,Unit 2 Vocabulary  ASL,616,360.0,30.0,258.033,https://www.youtube.com/watch?v=73icFhednQU,chat,0.0,640.0,
FUN,fun,258.567,74,31,7757,7831,Unit 2 Vocabulary  ASL,406,360.0,30.0,261.033,https://www.youtube.com/watch?v=73icFhednQU,fun,0.000149160623550415,640.0,
MOVIE,movie,267.6,74,31,8028,8130,Unit 2 Vocabulary  ASL,141,360.0,30.0,271.0,https://www.youtube.com/watch?v=73icFhednQU,movie,0.0,640.0,
MUSIC,music,271.7,74,31,8151,8249,Unit 2 Vocabulary  ASL,290,360.0,30.0,274.967,https://www.youtube.com/watch?v=73icFhednQU,music,0.0012001097202301,640.0,
PAINT,paint,275.667,74,31,8270,8361,Unit 2 Vocabulary  ASL,316,360.0,30.0,278.7,https://www.youtube.com/watch?v=73icFhednQU,paint,0.0,640.0,
PARTY,party,279.333,74,31,8380,8437,Unit 2 Vocabulary  ASL,133,360.0,30.0,281.233,https://www.youtube.com/watch?v=73icFhednQU,party,0.0,640.0,
PHONE,phone,281.8,74,31,8454,8536,Unit 2 Vocabulary  ASL,120,360.0,30.0,284.533,https://www.youtube.com/watch?v=73icFhednQU,phone,0.0,640.0,
SEW,sew,288.567,74,31,8657,8733,Unit 2 Vocabulary  ASL,687,360.0,30.0,291.1,https://www.youtube.com/watch?v=73icFhednQU,sew,0.0,640.0,
SHOP,shop,291.8,74,31,8754,8833,Unit 2 Vocabulary  ASL,211,360.0,30.0,294.433,https://www.youtube.com/watch?v=73icFhednQU,shop,0.0,640.0,
SPORTS,sports,295.033,74,31,8851,8917,Unit 2 Vocabulary  ASL,608,360.0,30.0,297.233,https://www.youtube.com/watch?v=73icFhednQU,sports,0.0,640.0,
TRAVEL,travel,299.4,74,31,8982,9045,Unit 2 Vocabulary  ASL,567,360.0,30.0,301.5,https://www.youtube.com/watch?v=73icFhednQU,travel,0.0,640.0,
WATC H,watch,304.633,74,31,9139,9215,Unit 2 Vocabulary  ASL,182,360.0,30.0,307.167,https://www.youtube.com/watch?v=73icFhednQU,watch,0.0,640.0,
APPLE,apple,310.933,74,31,9328,9379,Unit 2 Vocabulary  ASL,100,360.0,30.0,312.633,https://www.youtube.com/watch?v=73icFhednQU,apple,0.025356650352478,640.0,
CANDY,candy,314.467,74,31,9434,9502,Unit 2 Vocabulary  ASL,166,360.0,30.0,316.733,https://www.youtube.com/watch?v=73icFhednQU,candy,0.00122487545013427,640.0,
CHOCOLATE,chocolate,317.2,74,31,9516,9579,Unit 2 Vocabulary  ASL,325,360.0,30.0,319.3,https://www.youtube.com/watch?v=73icFhednQU,chocolate,0.0263132154941558,640.0,
COFFEE,coffee,319.833,74,31,9595,9669,Unit 2 Vocabulary  ASL,119,360.0,30.0,322.3,https://www.youtube.com/watch?v=73icFhednQU,coffee,0.0,640.0,
CUP,cup,322.767,74,31,9683,9719,Unit 2 Vocabulary  ASL,339,360.0,30.0,323.967,https://www.youtube.com/watch?v=73icFhednQU,cup,0.0,640.0,
DRINK,drink,324.4,74,31,9732,9779,Unit 2 Vocabulary  ASL,56,360.0,30.0,325.967,https://www.youtube.com/watch?v=73icFhednQU,drink,0.0,640.0,
EAT,eat,326.4,74,31,9792,9842,Unit 2 Vocabulary  ASL,3,360.0,30.0,328.067,https://www.youtube.com/watch?v=73icFhednQU,eat,0.00109395384788513,640.0,
HOT,hot,328.533,74,31,9856,9908,Unit 2 Vocabulary  ASL,135,360.0,30.0,330.267,https://www.youtube.com/watch?v=73icFhednQU,hot,0.0,640.0,
JUICE,juice,330.767,74,31,9923,9982,Unit 2 Vocabulary  ASL,547,360.0,30.0,332.733,https://www.youtube.com/watch?v=73icFhednQU,juice,0.0,640.0,
MILK,milk,333.333,74,31,10000,10073,Unit 2 Vocabulary  ASL,32,360.0,30.0,335.767,https://www.youtube.com/watch?v=73icFhednQU,milk,0.00188952684402465,640.0,
ORANGE,orange,336.333,74,31,10090,10143,Unit 2 Vocabulary  ASL,7,360.0,30.0,338.1,https://www.youtube.com/watch?v=73icFhednQU,orange,0.0,640.0,
SODA,soda,338.633,74,31,10159,10218,Unit 2 Vocabulary  ASL,167,360.0,30.0,340.6,https://www.youtube.com/watch?v=73icFhednQU,soda,0.0,640.0,
TEA,tea,341.3,74,31,10239,10331,Unit 2 Vocabulary  ASL,147,360.0,30.0,344.367,https://www.youtube.com/watch?v=73icFhednQU,tea,0.0,640.0,
WATER,water,345.1,74,31,10353,10428,Unit 2 Vocabulary  ASL,48,360.0,30.0,347.6,https://www.youtube.com/watch?v=73icFhednQU,water,0.0,640.0,
EQUAL,equal,357.2,74,31,10716,10735,Unit 2 Vocabulary  ASL,808,360.0,30.0,357.833,https://www.youtube.com/watch?v=73icFhednQU,equal,0.0229414701461792,640.0,
EQUAL,equal,357.9,74,31,10737,10784,Unit 2 Vocabulary  ASL,808,360.0,30.0,359.467,https://www.youtube.com/watch?v=73icFhednQU,equal,0.00658378005027771,640.0,
HISTORY,history,360.0,74,31,10800,10858,Unit 2 Vocabulary  ASL,285,360.0,30.0,361.933,https://www.youtube.com/watch?v=73icFhednQU,history,0.0,640.0,
MATH,math,365.633,74,31,10969,11024,Unit 2 Vocabulary  ASL,203,360.0,30.0,367.467,https://www.youtube.com/watch?v=73icFhednQU,math,0.0,640.0,
MINUS,minus,367.933,74,31,11038,11090,Unit 2 Vocabulary  ASL,724,360.0,30.0,369.667,https://www.youtube.com/watch?v=73icFhednQU,minus,0.0132488310337066,640.0,
NUMBER,number,370.133,74,31,11104,11162,Unit 2 Vocabulary  ASL,262,360.0,30.0,372.067,https://www.youtube.com/watch?v=73icFhednQU,number,0.0,640.0,
PLUS,plus,372.367,74,31,11171,11194,Unit 2 Vocabulary  ASL,485,360.0,30.0,373.133,https://www.youtube.com/watch?v=73icFhednQU,plus,0.0202039778232574,640.0,
SCIENCE,science,373.567,74,31,11207,11263,Unit 2 Vocabulary  ASL,287,360.0,30.0,375.433,https://www.youtube.com/watch?v=73icFhednQU,science,0.0,640.0,
ASK,ask,384.2,74,31,11526,11565,Unit 2 Vocabulary  ASL,486,360.0,30.0,385.5,https://www.youtube.com/watch?v=73icFhednQU,ask,0.0,640.0,
CLEAR,clear,386.733,74,31,11602,11636,Unit 2 Vocabulary  ASL,584,360.0,30.0,387.867,https://www.youtube.com/watch?v=73icFhednQU,bright,0.0,640.0,
EXCUSE-ME,excuse me,388.3,74,31,11649,11712,Unit 2 Vocabulary  ASL,471,360.0,30.0,390.4,https://www.youtube.com/watch?v=73icFhednQU,excuse me,0.0,640.0,
EXPLAIN,explain,390.8,74,31,11724,11779,Unit 2 Vocabulary  ASL,347,360.0,30.0,392.633,https://www.youtube.com/watch?v=73icFhednQU,explain,0.0,640.0,
GIVE,give,393.133,74,31,11794,11846,Unit 2 Vocabulary  ASL,288,360.0,30.0,394.867,https://www.youtube.com/watch?v=73icFhednQU,give,0.0,640.0,
MEANING,meaning,398.2,74,31,11946,12028,Unit 2 Vocabulary  ASL,900,360.0,30.0,400.933,https://www.youtube.com/watch?v=73icFhednQU,meaning,0.0,640.0,
NEED,need,401.233,74,31,12037,12062,Unit 2 Vocabulary  ASL,29,360.0,30.0,402.067,https://www.youtube.com/watch?v=73icFhednQU,need,0.0380615890026092,640.0,
NONE,nothing,402.967,74,31,12089,12128,Unit 2 Vocabulary  ASL,37,360.0,30.0,404.267,https://www.youtube.com/watch?v=73icFhednQU,nothing,0.0,640.0,
RESPONSE,answer,404.667,74,31,12140,12183,Unit 2 Vocabulary  ASL,676,360.0,30.0,406.1,https://www.youtube.com/watch?v=73icFhednQU,answer,0.0,640.0,
TELL,tell,407.867,74,31,12236,12274,Unit 2 Vocabulary  ASL,402,360.0,30.0,409.133,https://www.youtube.com/watch?v=73icFhednQU,tell,0.0,640.0,
DOOR,door,421.6,74,31,12648,12691,Unit 2 Vocabulary  ASL,198,360.0,30.0,423.033,https://www.youtube.com/watch?v=73icFhednQU,door,0.0761901140213012,640.0,
GET-UP,get up,423.567,74,31,12707,12770,Unit 2 Vocabulary  ASL,489,360.0,30.0,425.667,https://www.youtube.com/watch?v=73icFhednQU,get up,0.00121110677719116,640.0,
JUMP,jump,426.267,74,31,12788,12847,Unit 2 Vocabulary  ASL,383,360.0,30.0,428.233,https://www.youtube.com/watch?v=73icFhednQU,jump,0.0401961505413055,640.0,
LIGHT,light,428.7,74,31,12861,12900,Unit 2 Vocabulary  ASL,123,360.0,30.0,430.0,https://www.youtube.com/watch?v=73icFhednQU,light,0.0481482744216918,640.0,
SIT,sit,441.133,74,31,13234,13278,Unit 2 Vocabulary  ASL,18,360.0,30.0,442.6,https://www.youtube.com/watch?v=73icFhednQU,sit,0.00382965803146362,640.0,
STAND,stand,443.133,74,31,13294,13363,Unit 2 Vocabulary  ASL,493,360.0,30.0,445.433,https://www.youtube.com/watch?v=73icFhednQU,stand,0.00207448005676269,640.0,
WALK,walk,445.933,74,31,13378,13441,Unit 2 Vocabulary  ASL,80,360.0,30.0,448.033,https://www.youtube.com/watch?v=73icFhednQU,walk,0.00555947422981262,640.0,
DAY,day,451.767,74,31,13553,13605,Unit 2 Vocabulary  ASL,72,360.0,30.0,453.5,https://www.youtube.com/watch?v=73icFhednQU,day,0.028111457824707,640.0,
EVERYDAY,everyday,454.033,74,31,13621,13688,Unit 2 Vocabulary  ASL,343,360.0,30.0,456.267,https://www.youtube.com/watch?v=73icFhednQU,everyday,0.0,640.0,
FRIDAY,friday,456.6,74,31,13698,13730,Unit 2 Vocabulary  ASL,330,360.0,30.0,457.667,https://www.youtube.com/watch?v=73icFhednQU,friday,0.0245756208896636,640.0,
MONDAY,monday,458.033,74,31,13741,13781,Unit 2 Vocabulary  ASL,217,360.0,30.0,459.367,https://www.youtube.com/watch?v=73icFhednQU,monday,0.000965416431427002,640.0,
SATURDAY,saturday,459.8,74,31,13794,13850,Unit 2 Vocabulary  ASL,191,360.0,30.0,461.667,https://www.youtube.com/watch?v=73icFhednQU,saturday,0.0,640.0,
SUNDAY,sunday,462.067,74,31,13862,13901,Unit 2 Vocabulary  ASL,129,360.0,30.0,463.367,https://www.youtube.com/watch?v=73icFhednQU,sunday,0.0037560760974884,640.0,
THURSDAY,thursday,463.767,74,31,13913,13956,Unit 2 Vocabulary  ASL,202,360.0,30.0,465.2,https://www.youtube.com/watch?v=73icFhednQU,thursday,0.0783810913562774,640.0,
TUESDAY,tuesday,465.567,74,31,13967,14012,Unit 2 Vocabulary  ASL,283,360.0,30.0,467.067,https://www.youtube.com/watch?v=73icFhednQU,tuesday,0.00284832715988159,640.0,
WEDNESDAY,wednesday,467.433,74,31,14023,14062,Unit 2 Vocabulary  ASL,183,360.0,30.0,468.733,https://www.youtube.com/watch?v=73icFhednQU,wednesday,0.00873368978500366,640.0,
WEEK,week,469.1,74,31,14073,14118,Unit 2 Vocabulary  ASL,204,360.0,30.0,470.6,https://www.youtube.com/watch?v=73icFhednQU,week,0.0344369709491729,640.0,
WEEKEND,weekend,471.1,74,31,14133,14197,Unit 2 Vocabulary  ASL,324,360.0,30.0,473.233,https://www.youtube.com/watch?v=73icFhednQU,weekend,0.0243512988090515,640.0,
FAT-[spell]-[substance-of-fat],fat,0.0,0,0,0,67,FAT-spell-substance-of-fat,497,360.0,29.97,2.236,https://www.youtube.com/watch?v=c-hQ6hsu4mk,fat,0.0600056946277618,640.0,
pay,pay,0.0,2,58,0,127,Pay,364,360.0,29.674,4.28,https://www.youtube.com/watch?v=u7tYJ5uoNE4,pay,0.0,640.0,
Thirsty,thirsty,0.0,27,47,0,122,Baby Sign Language Thirsty,536,360.0,29.97,4.071,www.youtube.com/watch?v=aNva2VLkvkc,thirsty,0.0,640.0,
